image_id,vehicle_count,congestion_label
00000406,3,1
00000407,1,0
00000408,2,0
00000409,3,1
00000410,1,0
00000411,1,0
00000412,1,0
00000413,2,0
00000414,4,2
00000415,1,0
00000416,5,2
00000417,1,0
00000418,1,0
00000419,2,0
00000420,4,2
00000421,3,1
00000422,4,2
00000423,1,0
00000424,3,1
00000425,5,2
00000426,4,2
00000427,2,0
00000428,1,0
00000429,4,2
00000430,3,1
00000431,1,0
00000432,3,1
00000433,2,0
00000434,3,1
00000435,5,2
00000436,1,0
00000437,3,1
00000438,1,0
00000439,3,1
00000440,5,2
00000441,5,2
00000442,4,2
00000443,3,1
00000444,6,2
00000445,1,0
00000446,2,0
00000447,1,0
00000448,3,1
00000449,2,0
00000450,1,0
00000451,1,0
00000452,1,0
00000453,7,2
00000454,3,1
00000455,1,0
00000456,1,0
00000457,3,1
00000458,1,0
00000459,1,0
00000460,1,0
00000461,6,2
00000462,2,0
00000463,1,0
00000464,4,2
00000465,1,0
00000466,1,0
00000467,1,0
00000468,5,2
00000469,4,2
00000470,1,0
00000471,12,2
00000472,2,0
00000473,2,0
00000474,1,0
00000475,2,0
00000476,1,0
00000477,1,0
00000478,7,2
00000479,20,2
00000480,2,0
00000481,1,0
00000482,2,0
00000483,5,2
00000484,2,0
00000485,2,0
00000486,4,2
00000487,8,2
00000488,3,1
00000489,2,0
00000490,3,1
00000491,2,0
00000492,1,0
00000493,2,0
00000494,3,1
00000495,3,1
00000496,1,0
00000497,1,0
00000498,2,0
00000499,1,0
00000500,2,0
00000501,7,2
00000502,1,0
00000503,7,2
00000504,4,2
00000505,1,0
00000506,3,1
00000507,4,2
00000508,2,0
00000509,2,0
00000510,8,2
00000511,4,2
00000512,1,0
00000513,1,0
00000514,1,0
00000515,1,0
00000516,4,2
00000517,1,0
00000518,3,1
00000519,1,0
00000520,7,2
00000521,1,0
00000522,8,2
00000523,1,0
00000524,2,0
00000525,2,0
00000526,2,0
00000527,4,2
00000528,2,0
00000529,1,0
00000530,2,0
00000531,6,2
00000532,2,0
00000533,2,0
00000534,6,2
00000535,1,0
00000536,2,0
00000537,2,0
00000538,3,1
00000539,5,2
00000540,1,0
00000541,2,0
00000542,1,0
00000543,2,0
00000544,2,0
00000545,3,1
00000546,1,0
00000547,4,2
00000548,2,0
00000549,2,0
00000550,2,0
00000551,1,0
00000552,2,0
00000553,2,0
00000555,1,0
00000556,5,2
00000557,6,2
00000558,6,2
00000559,1,0
00000560,5,2
00000561,13,2
00000562,3,1
00000563,3,1
00000564,3,1
00000565,2,0
00000566,5,2
00000567,6,2
00000569,3,1
00000570,4,2
00000571,2,0
00000572,4,2
00000573,2,0
00000574,6,2
00000575,1,0
00000576,1,0
00000577,2,0
00000578,3,1
00000579,1,0
00000580,4,2
00000581,1,0
00000582,2,0
00000583,1,0
00000584,1,0
00000585,1,0
00000586,2,0
00000587,1,0
00000588,8,2
00000589,5,2
00000590,2,0
00000591,1,0
00000592,2,0
00000593,1,0
00000594,1,0
00000595,4,2
00000596,1,0
00000597,3,1
00000598,8,2
00000599,1,0
00000600,1,0
00000601,1,0
00000602,3,1
00000603,3,1
00000604,1,0
00000605,1,0
00000606,3,1
00000607,2,0
00000608,5,2
00000609,2,0
00000610,1,0
00000611,1,0
00000612,1,0
00000613,5,2
00000614,3,1
00000615,1,0
00000616,3,1
00000617,3,1
00000618,2,0
00000619,3,1
00000620,2,0
00000621,2,0
00000622,2,0
00000624,4,2
00000625,5,2
00000626,2,0
00000627,1,0
00000628,1,0
00000629,1,0
00000630,1,0
00000631,2,0
00000632,1,0
00000633,9,2
00000634,4,2
00000635,14,2
00000636,7,2
00000637,6,2
00000638,2,0
00000639,2,0
00000640,1,0
00000641,5,2
00000642,1,0
00000643,1,0
00000644,2,0
00000645,4,2
00000646,3,1
00000647,5,2
00000648,4,2
00000649,3,1
00000650,3,1
00000651,3,1
00000652,1,0
00000653,1,0
00000654,1,0
00000655,2,0
00000656,3,1
00000657,5,2
00000658,4,2
00000659,6,2
00000660,5,2
00000661,3,1
00000662,4,2
00000663,3,1
00000664,3,1
00000665,2,0
00000666,5,2
00000667,1,0
00000668,1,0
00000669,2,0
00000670,2,0
00000671,1,0
00000672,2,0
00000673,2,0
00000674,2,0
00000675,2,0
00000676,3,1
00000677,3,1
00000678,3,1
00000679,2,0
00000680,2,0
00000681,8,2
00000682,2,0
00000683,4,2
00000684,1,0
00000685,2,0
00000686,2,0
00000687,3,1
00000688,1,0
00000689,1,0
00000690,3,1
00000691,2,0
00000692,2,0
00000693,11,2
00000694,2,0
00000695,4,2
00000696,3,1
00000697,4,2
00000698,3,1
00000699,5,2
00000700,3,1
00000701,3,1
00000702,6,2
00000703,2,0
00000704,1,0
00000705,1,0
00000706,3,1
00000707,1,0
00000708,2,0
00000709,2,0
00000710,18,2
00000711,2,0
00000712,1,0
00000713,4,2
00000714,3,1
00000715,3,1
00000716,6,2
00000717,2,0
00000718,4,2
00000719,3,1
00000720,1,0
00000721,2,0
00000722,4,2
00000723,1,0
00000724,8,2
00000725,4,2
00000726,3,1
00000727,1,0
00000728,3,1
00000729,4,2
00000730,1,0
00000731,4,2
00000732,1,0
00000733,1,0
00000734,7,2
00000735,3,1
00000736,1,0
00000737,5,2
00000738,2,0
00000739,1,0
00000740,4,2
00000741,4,2
00000742,4,2
00000743,3,1
00000744,2,0
00000745,4,2
00000746,2,0
00000747,1,0
00000748,6,2
00000749,1,0
00000750,3,1
00000751,1,0
00000752,9,2
00000753,4,2
00000754,1,0
00000755,2,0
00000756,1,0
00000757,3,1
00000758,3,1
00000759,5,2
00000760,4,2
00000761,3,1
00000762,5,2
00000763,1,0
00000764,3,1
00000765,2,0
00000766,2,0
00000767,4,2
00000768,5,2
00000769,3,1
00000770,1,0
00000771,1,0
00000772,2,0
00000773,1,0
00000774,2,0
00000775,5,2
00000776,1,0
00000777,4,2
00000778,1,0
00000779,2,0
00000780,6,2
00000781,1,0
00000782,4,2
00000783,2,0
00000784,1,0
00000785,4,2
00000786,2,0
00000787,3,1
00000788,1,0
00000789,1,0
00000790,4,2
00000791,1,0
00000792,3,1
00000793,5,2
00000794,5,2
00000795,1,0
00000796,2,0
00000797,1,0
00000798,2,0
00000799,3,1
00000800,2,0
00000801,1,0
00000802,1,0
00000803,3,1
00000804,3,1
00000805,1,0
00000806,5,2
00000807,1,0
00000808,1,0
00000809,19,2
00000810,6,2
00000811,2,0
00000812,5,2
00000813,1,0
00000814,5,2
00000815,1,0
00000816,1,0
00000817,1,0
00000818,1,0
00000819,2,0
00000820,1,0
00000821,4,2
00000822,2,0
00000823,1,0
00000824,2,0
00000825,1,0
00000826,1,0
00000827,4,2
00000828,2,0
00000829,2,0
00000830,1,0
00000831,5,2
00000832,1,0
00000833,1,0
00000834,1,0
00000835,5,2
00000836,1,0
00000837,1,0
00000838,2,0
00000839,2,0
00000840,7,2
00000841,3,1
00000842,5,2
00000843,3,1
00000844,11,2
00000845,2,0
00000846,2,0
00000847,1,0
00000848,1,0
00000849,3,1
00000850,5,2
00000851,2,0
00000852,1,0
00000853,2,0
00000854,8,2
00000855,4,2
00000856,2,0
00000857,10,2
00000858,4,2
00000859,5,2
00000860,4,2
00000861,4,2
00000862,1,0
00000863,3,1
00000864,4,2
00000865,1,0
00000866,2,0
00000867,3,1
00000868,1,0
00000869,3,1
00000870,2,0
00000871,3,1
00000872,2,0
00000873,1,0
00000874,1,0
00000875,1,0
00000876,3,1
00000877,3,1
00000878,1,0
00000879,3,1
00000880,2,0
00000881,5,2
00000882,4,2
00000883,1,0
00000884,3,1
00000885,5,2
00000886,1,0
00000887,3,1
00000888,2,0
00000889,1,0
00000890,2,0
00000891,4,2
00000892,1,0
00000893,1,0
00000894,1,0
00000895,3,1
00000896,3,1
00000897,2,0
00000898,1,0
00000899,2,0
00000900,5,2
00000901,12,2
00000902,4,2
00000903,1,0
00000904,1,0
00000905,3,1
00000906,3,1
00000907,3,1
00000908,1,0
00000909,3,1
00000910,1,0
00000911,1,0
00000912,7,2
00000913,5,2
00000914,1,0
00000915,1,0
00000916,1,0
00000917,2,0
00000918,11,2
00000919,1,0
00000920,3,1
00000921,3,1
00000922,3,1
00000923,3,1
00000924,4,2
00000925,1,0
00000926,1,0
00000927,2,0
00000928,8,2
00000929,20,2
00000930,2,0
00000931,2,0
00000932,5,2
00000933,8,2
00000934,1,0
00000935,1,0
00000936,4,2
00000937,4,2
00000938,2,0
00000939,2,0
00000940,2,0
00000941,4,2
00000942,11,2
00000943,4,2
00000944,24,2
00000945,3,1
00000946,1,0
00000947,2,0
00000948,1,0
00000949,1,0
00000950,11,2
00000951,7,2
00000952,1,0
00000953,1,0
00000954,2,0
00000955,4,2
00000956,1,0
00000957,1,0
00000958,2,0
00000959,6,2
00000960,1,0
00000961,1,0
00000962,3,1
00000963,3,1
00000964,5,2
00000965,2,0
00000966,4,2
00000967,1,0
00000968,8,2
00000969,1,0
00000970,2,0
00000971,2,0
00000972,3,1
00000973,3,1
00000974,4,2
00000975,2,0
00000976,15,2
00000977,1,0
00000978,1,0
00000979,10,2
00000980,3,1
00000981,3,1
00000982,2,0
00000983,4,2
00000984,4,2
00000985,3,1
00000986,2,0
00000987,2,0
00000988,1,0
00000989,4,2
00000990,2,0
00000991,2,0
00000992,2,0
00000993,1,0
00000994,3,1
00000995,6,2
00000996,7,2
00000997,3,1
00000998,6,2
00000999,2,0
00001000,1,0
00001001,12,2
00001002,14,2
00001003,3,1
00001004,4,2
00001005,2,0
00001006,3,1
00001007,4,2
00001008,3,1
00001009,3,1
00001010,1,0
00001011,2,0
00001012,1,0
00001013,1,0
00001014,2,0
00001015,1,0
00001016,5,2
00001017,1,0
00001018,3,1
00001019,2,0
00001020,2,0
00001021,2,0
00001022,6,2
00001023,3,1
00001024,2,0
00001025,1,0
00001026,1,0
00001027,3,1
00001028,3,1
00001029,7,2
00001030,4,2
00001031,4,2
00001032,3,1
00001033,2,0
00001034,1,0
00001035,1,0
00001036,1,0
00001037,2,0
00001038,1,0
00001039,4,2
00001040,3,1
00001041,3,1
00001042,4,2
00001043,6,2
00001045,5,2
00001046,3,1
00001047,3,1
00001048,1,0
00001049,6,2
00001050,2,0
00001051,2,0
00001052,4,2
00001053,3,1
00001054,1,0
00001055,1,0
00001056,2,0
00001057,1,0
00001058,4,2
00001059,2,0
00001060,1,0
00001061,1,0
00001062,3,1
00001063,2,0
00001064,4,2
00001065,22,2
00001066,3,1
00001067,1,0
00001068,4,2
00001069,1,0
00001070,1,0
00001071,5,2
00001072,1,0
00001073,1,0
00001074,3,1
00001075,6,2
00001076,1,0
00001077,2,0
00001078,1,0
00001079,3,1
00001080,3,1
00001081,4,2
00001082,2,0
00001083,2,0
00001084,2,0
00001085,7,2
00001086,2,0
00001087,2,0
00001088,2,0
00001089,3,1
00001090,4,2
00001091,6,2
00001092,1,0
00001093,7,2
00001094,1,0
00001095,1,0
00001096,2,0
00001097,6,2
00001098,3,1
00001099,1,0
00001100,3,1
00001101,1,0
00001102,3,1
00001103,4,2
00001104,9,2
00001105,2,0
00001106,2,0
00001107,4,2
00001108,1,0
00001109,4,2
00001110,1,0
00001111,1,0
00001112,3,1
00001113,1,0
00001114,2,0
00001115,1,0
00001116,1,0
00001117,5,2
00001118,3,1
00001120,7,2
00001121,5,2
00001122,1,0
00001123,7,2
00001124,8,2
00001125,4,2
00001126,2,0
00001127,5,2
00001128,1,0
00001129,1,0
00001130,2,0
00001131,4,2
00001132,7,2
00001133,3,1
00001134,4,2
00001135,4,2
00001136,7,2
00001137,2,0
00001138,2,0
00001139,11,2
00001140,16,2
00001141,1,0
00001142,1,0
00001143,2,0
00001144,2,0
00001145,1,0
00001146,1,0
00001147,1,0
00001148,6,2
00001149,1,0
00001150,1,0
00001151,2,0
00001152,1,0
00001153,3,1
00001154,2,0
00001155,3,1
00001156,4,2
00001157,1,0
00001158,6,2
00001159,2,0
00001160,1,0
00001161,3,1
00001162,3,1
00001163,4,2
00001164,2,0
00001165,4,2
00001166,3,1
00001167,1,0
00001168,4,2
00001169,1,0
00001170,6,2
00001171,2,0
00001172,2,0
00001173,2,0
00001174,2,0
00001175,1,0
00001176,1,0
00001177,2,0
00001178,2,0
00001179,4,2
00001180,1,0
00001181,2,0
00001182,4,2
00001183,1,0
00001184,8,2
00001185,10,2
00001186,6,2
00001187,5,2
00001188,4,2
00001189,2,0
00001190,4,2
00001191,1,0
00001192,1,0
00001193,2,0
00001194,1,0
00001195,12,2
00001196,5,2
00001197,2,0
00001198,2,0
00001199,2,0
00001200,2,0
00001201,4,2
00001202,2,0
00001203,5,2
00001204,4,2
00001205,2,0
00001206,1,0
00001207,2,0
00001208,3,1
00001209,2,0
00001210,1,0
00001211,2,0
00001212,1,0
00001213,4,2
00001214,4,2
00001215,2,0
00001216,2,0
00001217,8,2
00001218,1,0
00001219,7,2
00001220,5,2
00001221,2,0
00001222,4,2
00001223,8,2
00001224,9,2
00001225,5,2
00001226,2,0
00001227,2,0
00001228,2,0
00001229,1,0
00001230,1,0
00001231,3,1
00001232,3,1
00001233,1,0
00001234,4,2
00001235,1,0
00001236,2,0
00001237,3,1
00001238,1,0
00001239,3,1
00001240,2,0
00001241,3,1
00001242,7,2
00001243,1,0
00001244,1,0
00001245,1,0
00001246,1,0
00001247,1,0
00001248,1,0
00001249,1,0
00001250,2,0
00001251,2,0
00001252,1,0
00001253,3,1
00001254,2,0
00001255,1,0
00001256,3,1
00001257,1,0
00001258,2,0
00001259,4,2
00001260,2,0
00001261,3,1
00001262,8,2
00001263,6,2
00001264,2,0
00001265,2,0
00001266,1,0
00001267,3,1
00001268,14,2
00001269,6,2
00001270,3,1
00001271,1,0
00001272,2,0
00001273,1,0
00001274,1,0
00001275,6,2
00001277,4,2
00001278,1,0
00001279,3,1
00001280,1,0
00001281,7,2
00001282,2,0
00001283,2,0
00001284,6,2
00001285,3,1
00001286,3,1
00001287,4,2
00001288,2,0
00001289,16,2
00001290,4,2
00001291,4,2
00001292,1,0
00001293,2,0
00001294,1,0
00001295,4,2
00001296,3,1
00001297,6,2
00001298,1,0
00001299,18,2
00001300,1,0
00001301,1,0
00001302,1,0
00001303,4,2
00001304,2,0
00001305,1,0
00001306,3,1
00001307,2,0
00001308,4,2
00001309,5,2
00001310,1,0
00001311,1,0
00001312,1,0
00001313,3,1
00001314,1,0
00001315,6,2
00001316,2,0
00001317,1,0
00001318,4,2
00001319,3,1
00001320,1,0
00001321,3,1
00001322,4,2
00001323,5,2
00001324,2,0
00001325,6,2
00001326,4,2
00001327,5,2
00001328,1,0
00001329,4,2
00001330,4,2
00001331,1,0
00001332,3,1
00001333,3,1
00001334,3,1
00001335,1,0
00001336,2,0
00001337,5,2
00001338,2,0
00001339,2,0
00001340,1,0
00001341,3,1
00001342,3,1
00001343,1,0
00001344,2,0
00001345,1,0
00001346,2,0
00001347,1,0
00001348,3,1
00001349,1,0
00001350,2,0
00001351,1,0
00001352,3,1
00001353,2,0
00001354,2,0
00001355,4,2
00001356,7,2
00001357,1,0
00001358,1,0
00001359,2,0
00001360,1,0
00001361,3,1
00001362,2,0
00001363,2,0
00001364,4,2
00001365,16,2
00001366,1,0
00001367,1,0
00001368,1,0
00001369,3,1
00001370,7,2
00001371,1,0
00001372,1,0
00001373,4,2
00001374,1,0
00001375,2,0
00001376,2,0
00001377,1,0
00001378,1,0
00001379,2,0
00001380,2,0
00001381,1,0
00001382,1,0
00001383,7,2
00001384,4,2
00001385,1,0
00001386,6,2
00001387,3,1
00001388,5,2
00001389,1,0
00001390,2,0
00001391,1,0
00001392,7,2
00001393,3,1
00001394,4,2
00001395,12,2
00001396,2,0
00001397,2,0
00001398,1,0
00001399,1,0
00001400,2,0
00001401,12,2
00001402,3,1
00001403,3,1
00001404,3,1
00001405,13,2
00001406,3,1
00001407,1,0
00001408,1,0
00001409,2,0
00001410,6,2
00001411,7,2
00001412,1,0
00001413,2,0
00001414,4,2
00001415,3,1
00001416,2,0
00001417,2,0
00001418,3,1
00001419,2,0
00001420,6,2
00001421,5,2
00001422,1,0
00001423,2,0
00001424,1,0
00001425,1,0
00001426,1,0
00001427,20,2
00001428,1,0
00001429,5,2
00001430,2,0
00001431,8,2
00001433,3,1
00001434,2,0
00001435,9,2
00001436,2,0
00001437,3,1
00001438,2,0
00001439,2,0
00001440,1,0
00001441,4,2
00001442,2,0
00001443,2,0
00001444,2,0
00001445,2,0
00001446,1,0
00001447,6,2
00001448,1,0
00001449,1,0
00001450,1,0
00001451,1,0
00001452,1,0
00001453,4,2
00001454,3,1
00001455,2,0
00001456,5,2
00001457,13,2
00001458,2,0
00001459,2,0
00001460,5,2
00001461,2,0
00001462,2,0
00001463,2,0
00001464,3,1
00001465,1,0
00001466,1,0
00001467,4,2
00001468,3,1
00001469,1,0
00001470,3,1
00001471,1,0
00001472,6,2
00001473,1,0
00001474,1,0
00001475,3,1
00001476,13,2
00001477,2,0
00001478,2,0
00001479,3,1
00001480,1,0
00001481,2,0
00001482,5,2
00001483,3,1
00001484,3,1
00001486,5,2
00001487,6,2
00001488,2,0
00001489,5,2
00001490,1,0
00001491,4,2
00001492,1,0
00001493,4,2
00001494,1,0
00001495,6,2
00001496,5,2
00001497,6,2
00001498,3,1
00001499,1,0
00001500,2,0
00001501,8,2
00001502,5,2
00001503,3,1
00001504,3,1
00001505,1,0
00001506,1,0
00001507,10,2
00001508,7,2
00001509,7,2
00001510,5,2
00001511,1,0
00001512,1,0
00001513,3,1
00001514,5,2
00001515,1,0
00001516,8,2
00001517,4,2
00001518,1,0
00001519,2,0
00001520,9,2
00001521,4,2
00001522,2,0
00001523,7,2
00001524,2,0
00001525,2,0
00001526,1,0
00001527,2,0
00001528,6,2
00001529,3,1
00001530,2,0
00001531,2,0
00001532,2,0
00001533,17,2
00001534,8,2
00001535,1,0
00001536,1,0
00001537,1,0
00001538,4,2
00001539,4,2
00001540,1,0
00001541,4,2
00001542,2,0
00001544,15,2
00001545,3,1
00001546,2,0
00001547,2,0
00001548,4,2
00001549,4,2
00001550,6,2
00001551,6,2
00001552,4,2
00001553,1,0
00001554,2,0
00001555,1,0
00001556,2,0
00001557,1,0
00001558,2,0
00001559,8,2
00001560,2,0
00001561,1,0
00001562,1,0
00001563,3,1
00001564,4,2
00001565,10,2
00001566,2,0
00001567,3,1
00001568,2,0
00001569,1,0
00001570,16,2
00001571,2,0
00001572,2,0
00001573,4,2
00001574,2,0
00001575,2,0
00001576,6,2
00001577,1,0
00001578,4,2
00001579,2,0
00001580,5,2
00001581,4,2
00001582,7,2
00001583,3,1
00001584,1,0
00001585,1,0
00001586,7,2
00001587,1,0
00001588,2,0
00001589,4,2
00001590,4,2
00001591,2,0
00001592,1,0
00001593,1,0
00001594,2,0
00001595,8,2
00001596,3,1
00001597,4,2
00001598,1,0
00001599,5,2
00001600,3,1
00001601,2,0
00001602,2,0
00001603,6,2
00001604,6,2
00001605,4,2
00001606,6,2
00001607,2,0
00001608,1,0
00001609,1,0
00001610,6,2
00001611,2,0
00001612,1,0
00001613,4,2
00001614,2,0
00001615,1,0
00001616,3,1
00001617,2,0
00001618,1,0
00001619,3,1
00001620,1,0
00001621,2,0
00001622,1,0
00001623,4,2
00001624,2,0
00001625,2,0
00001626,2,0
00001627,1,0
00001628,2,0
00001629,1,0
00001630,2,0
00001631,2,0
00001632,4,2
00001633,1,0
00001634,2,0
00001635,2,0
00001637,7,2
00001638,1,0
00001639,1,0
00001640,5,2
00001641,2,0
00001642,1,0
00001643,7,2
00001644,1,0
00001645,3,1
00001646,1,0
00001647,1,0
00001648,7,2
00001649,2,0
00001650,4,2
00001651,2,0
00001652,1,0
00001653,2,0
00001654,1,0
00001655,3,1
00001656,3,1
00001657,6,2
00001658,3,1
00001659,4,2
00001660,2,0
00001661,2,0
00001662,1,0
00001663,3,1
00001664,3,1
00001665,3,1
00001666,4,2
00001667,1,0
00001668,2,0
00001669,7,2
00001670,2,0
00001671,1,0
00001672,5,2
00001673,2,0
00001674,4,2
00001675,3,1
00001676,2,0
00001677,4,2
00001678,2,0
00001679,5,2
00001680,7,2
00001681,2,0
00001682,2,0
00001683,3,1
00001684,3,1
00001685,2,0
00001686,1,0
00001687,3,1
00001688,1,0
00001689,1,0
00001690,2,0
00001691,1,0
00001692,2,0
00001693,4,2
00001694,7,2
00001695,1,0
00001696,7,2
00001697,1,0
00001698,1,0
00001699,5,2
00001700,4,2
00001701,3,1
00001702,1,0
00001703,3,1
00001704,1,0
00001705,2,0
00001706,3,1
00001707,2,0
00001708,4,2
00001709,1,0
00001710,2,0
00001711,2,0
00001712,1,0
00001713,1,0
00001714,1,0
00001715,2,0
00001716,2,0
00001717,1,0
00001718,3,1
00001719,3,1
00001720,3,1
00001721,2,0
00001723,1,0
00001724,3,1
00001725,2,0
00001726,1,0
00001727,5,2
00001728,9,2
00001729,2,0
00001730,1,0
00001731,2,0
00001732,7,2
00001733,1,0
00001734,3,1
00001735,3,1
00001736,2,0
00001737,1,0
00001738,10,2
00001739,3,1
00001740,3,1
00001741,2,0
00001742,5,2
00001743,3,1
00001744,5,2
00001745,2,0
00001746,1,0
00001747,4,2
00001748,1,0
00001749,1,0
00001750,2,0
00001751,2,0
00001752,17,2
00001753,5,2
00001754,1,0
00001755,1,0
00001756,1,0
